999	75	347	72	350	139	67	item	4	139	-3	
999	76	3	141	10	120	213	item	1	3	-3	
999	77	137	69	187	146	192	item	1	137	-3	
999	78	182	166	378	398	208	order	3	-3	389	
999	79	108	163	0	262	190	order	3	-3	331	
999	80	339	217	215	116	7	order	2	-2	380	
999	81	246	346	354	253	338	order	4	-4	263	
999	82	233	272	244	381	140	item	5	140	-3	
999	83	12	21	48	119	287	order	3	-3	81	
999	84	251	344	37	345	396	item	5	396	-3	
999	85	110	239	307	87	370	order	4	-4	387	
999	86	268	324	89	222	29	order	3	-3	184	
999	87	178	294	252	56	238	item	1	178	-3	
999	88	105	285	8	334	28	item	3	8	-3	
999	89	202	357	283	58	96	item	5	96	-3	
999	90	359	196	84	27	356	order	3	-3	122	
999	91	47	117	319	118	352	order	1	-1	38	
999	92	50	156	94	254	375	item	4	254	-3	
999	93	191	148	340	25	322	item	2	148	-3	
999	94	245	24	143	308	300	item	1	245	-3	
999	95	51	158	92	321	133	order	2	-2	98	
999	96	142	293	42	160	124	order	2	-2	220	
999	97	399	74	147	225	330	item	4	225	-3	
999	98	236	243	315	4	194	order	4	-4	179	
999	99	70	33	372	199	237	order	5	-5	260	
999	100	152	311	235	185	186	item	1	152	-3	
999	101	220	295	61	379	256	order	5	-5	104	
999	102	216	387	40	99	23	item	2	387	-3	
999	103	122	106	148	36	65	item	1	122	-3	
999	104	173	175	313	28	66	order	1	-1	337	
999	105	229	62	366	282	350	order	3	-3	53	
999	106	166	25	26	168	287	item	2	25	-3	
999	107	249	29	10	213	87	item	5	87	-3	
999	108	240	75	96	241	381	item	1	240	-3	
999	109	255	134	269	273	353	item	2	134	-3	
999	110	204	70	144	38	374	order	3	-3	280	
999	111	299	309	48	279	314	item	3	48	-3	
999	112	310	360	176	201	182	item	5	182	-3	
999	113	105	303	20	338	101	order	3	-3	3	
999	114	49	2	277	323	46	item	3	277	-3	
999	115	233	341	375	56	327	order	3	-3	292	
999	116	177	230	346	329	84	order	5	-5	367	
999	117	242	386	382	284	58	order	1	-1	22	
999	118	286	64	154	72	264	item	2	64	-3	
999	119	27	343	93	236	208	item	2	343	-3	
999	120	391	160	278	370	131	item	1	391	-3	
999	121	260	184	293	161	89	order	2	-2	8	
999	122	37	44	4	290	179	order	2	-2	290	
999	123	227	373	231	311	265	order	3	-3	336	
999	124	153	136	123	7	318	item	3	123	-3	
999	125	385	34	209	325	115	item	5	115	-3	
999	126	219	246	188	259	289	item	3	188	-3	
999	127	152	307	120	117	359	order	4	-4	206	
999	128	17	15	55	324	178	order	4	-4	294	
999	129	389	77	378	71	164	order	3	-3	186	
999	130	79	141	361	19	344	item	2	141	-3	
999	131	197	192	43	14	103	item	4	14	-3	
999	132	365	364	78	333	228	order	1	-1	228	
999	133	169	42	41	191	342	item	4	191	-3	
999	134	159	285	354	211	356	order	5	-5	159	
999	135	162	348	95	291	125	item	5	125	-3	
999	136	275	185	244	73	109	order	4	-4	185	
999	137	140	362	90	355	388	order	4	-4	165	
999	138	212	57	181	11	189	item	5	189	-3	
999	139	67	0	198	340	119	order	5	-5	203	
999	140	335	257	239	232	92	order	5	-5	247	
999	141	289	23	205	81	324	order	2	-2	192	
999	142	266	142	292	253	343	order	4	-4	290	
999	143	22	213	210	18	234	item	4	18	-3	
999	144	105	111	232	57	98	item	4	57	-3	
999	145	382	108	296	349	70	item	4	349	-3	
999	146	346	35	352	368	17	order	3	-3	223	
999	147	278	372	320	117	102	item	4	117	-3	
999	148	143	231	121	52	312	item	1	143	-3	
999	149	95	2	390	188	315	item	1	95	-3	
999	150	135	359	100	149	340	item	5	340	-3	
999	151	33	194	82	204	195	order	1	-1	128	
999	152	297	395	64	89	314	item	5	314	-3	
999	153	152	245	84	162	34	order	2	-2	77	
999	154	276	309	32	7	399	order	1	-1	7	
999	155	275	15	126	334	301	order	5	-5	126	
999	156	71	323	118	214	271	item	4	214	-3	
999	157	54	19	228	222	103	item	4	222	-3	
999	158	358	44	177	114	281	order	2	-2	267	
999	159	230	197	377	53	187	order	3	-3	163	
999	160	1	217	88	4	249	item	5	249	-3	
999	161	348	362	78	161	229	order	1	-1	140	
999	162	322	28	250	171	257	item	3	250	-3	
999	163	305	268	156	366	133	order	4	-4	389	
999	164	153	370	227	132	31	order	5	-5	313	
999	165	385	59	165	168	381	order	2	-2	371	
999	166	134	238	160	148	255	order	2	-2	235	
999	167	326	319	75	72	339	order	4	-4	339	
999	168	175	353	337	56	350	order	4	-4	24	
999	169	294	97	345	198	139	order	1	-1	113	
999	170	12	36	378	20	265	order	2	-2	20	
999	171	303	147	90	68	298	item	4	68	-3	
999	172	286	288	236	174	361	order	5	-5	363	
999	173	394	244	333	79	354	order	3	-3	308	
999	174	293	321	351	193	16	item	3	351	-3	
999	175	27	259	169	39	196	item	1	27	-3	
999	176	208	122	164	388	215	order	2	-2	45	
999	177	268	312	317	179	288	item	4	179	-3	
999	178	251	292	15	172	271	item	4	172	-3	
999	179	384	53	46	159	325	order	1	-1	384	
999	180	56	195	227	305	275	order	1	-1	143	
999	181	16	106	253	318	9	order	4	-4	16	
999	182	243	261	315	163	2	order	2	-2	163	
999	183	281	190	290	155	11	order	5	-5	281	
999	184	210	145	39	80	205	item	2	145	-3	
999	185	138	197	119	67	225	item	4	67	-3	
999	186	8	311	345	260	6	order	3	-3	311	
999	0	245	126	75	344	386	item	2	126	-2	
999	1	200	163	106	33	130	order	3	-3	200	
999	2	55	284	123	352	272	order	4	-4	356	
999	3	151	45	121	231	175	order	1	-1	275	
999	4	274	229	171	254	31	item	1	274	-2	
999	5	311	268	392	288	88	item	3	392	-2	
999	6	69	17	170	239	41	order	4	-4	394	
999	7	293	211	62	303	262	item	1	293	-2	
999	8	22	312	97	71	189	item	5	189	-2	
999	9	213	128	204	302	180	item	3	204	-2	
999	10	397	319	160	377	195	order	1	-1	380	
999	11	215	105	26	306	236	item	2	105	-2	
999	12	79	283	201	234	192	order	1	-1	115	
999	13	39	266	48	61	103	order	2	-2	39	
999	14	230	68	259	58	168	order	5	-5	68	
999	15	15	95	1	187	129	order	5	-5	347	
999	16	197	116	287	66	333	order	5	-5	197	
999	17	242	218	149	390	113	item	4	390	-2	
999	18	335	281	320	102	17	item	1	335	-2	
999	19	348	148	234	159	209	item	2	148	-2	
999	20	308	94	84	338	265	item	5	265	-2	
999	21	15	364	228	91	30	order	4	-4	91	
999	22	230	47	239	391	144	order	3	-3	65	
999	23	150	52	117	83	183	item	3	117	-2	
999	24	252	359	53	352	157	order	5	-5	178	
999	25	54	197	385	286	299	order	2	-2	329	
999	26	181	147	134	266	194	item	1	181	-2	
999	27	304	258	31	51	267	item	2	258	-2	
999	28	6	362	196	356	36	item	5	36	-2	
999	29	155	113	248	32	375	item	3	248	-2	
999	30	122	27	179	38	37	item	3	179	-2	
999	31	315	269	127	282	73	item	1	315	-2	
999	32	192	321	215	205	383	order	2	-2	321	
999	33	108	249	307	13	29	item	4	13	-2	
999	34	207	126	256	290	361	order	3	-3	158	
999	35	167	289	333	173	3	order	3	-3	392	
999	36	143	334	61	119	20	item	4	119	-2	
999	37	224	367	284	0	238	item	5	238	-2	
999	38	24	301	35	164	85	item	2	301	-2	
999	39	386	1	151	66	221	order	3	-3	139	
999	40	305	389	326	71	136	item	5	136	-2	
999	41	214	257	114	218	378	order	2	-2	339	
999	42	137	100	42	332	23	order	1	-1	369	
999	43	294	55	56	272	149	item	4	272	-2	
999	44	177	184	130	244	343	order	4	-4	130	
999	45	397	68	8	222	246	order	4	-4	222	
999	46	349	340	170	163	243	order	2	-2	390	
999	47	202	135	395	277	124	order	1	-1	217	
999	48	109	185	72	101	40	item	4	101	-2	
999	49	381	336	26	168	211	order	5	-5	26	
